2016-00-04,109.000000,122.180000,104.959999,111.389999
2016-00-11,112.129997,117.779999,101.209999,104.040001
2016-00-18,106.570000,110.139999,97.050003,100.720001
2016-00-25,99.779999,102.680000,90.110001,91.839996
2016-01-01,91.790001,97.180000,81.860001,82.790001
2016-01-08,80.570000,92.209999,79.949997,87.400002
2016-01-15,89.000000,94.900002,87.540001,89.230003
2016-01-22,90.750000,97.480003,86.699997,94.790001
2016-01-29,94.809998,102.220001,93.339996,101.580002
2016-02-07,101.000000,101.790001,94.500000,97.660004
2016-02-14,97.199997,102.410004,96.430000,101.120003
2016-02-21,101.150002,102.099998,97.070000,98.360001
2016-02-28,98.339996,105.790001,97.820000,105.699997
2016-03-04,105.900002,106.440002,102.820000,103.809998
2016-03-11,104.040001,111.849998,102.209999,111.510002
2016-03-18,109.900002,110.699997,93.139999,95.900002
2016-03-25,95.699997,95.750000,88.209999,90.029999
2016-04-02,90.410004,93.250000,88.110001,90.839996
2016-04-09,90.730003,93.250000,85.739998,87.879997
2016-04-16,87.559998,93.279999,86.150002,92.489998
2016-04-23,92.980003,104.000000,92.849998,103.300003
2016-04-30,102.949997,103.449997,98.529999,99.589996
2016-05-06,100.290001,101.629997,93.279999,93.750000
2016-05-13,95.019997,97.199997,93.250000,94.449997
2016-05-20,95.220001,95.879997,87.209999,88.440002
2016-05-27,87.879997,97.000000,84.809998,96.669998
2016-06-04,95.199997,101.269997,93.180000,97.059998
2016-06-11,96.190002,98.699997,94.089996,98.389999
2016-06-18,98.430000,99.839996,84.500000,85.889999
2016-06-25,85.730003,93.099998,85.010002,91.250000
2016-07-01,91.230003,97.739998,90.500000,97.029999
2016-07-08,95.910004,96.830002,92.949997,96.589996
2016-07-15,96.830002,97.220001,94.400002,95.870003
2016-07-22,95.669998,98.250000,94.910004,97.580002
2016-07-29,96.970001,98.849998,96.570000,97.379997
2016-08-05,97.760002,100.320000,96.500000,96.500000
2016-08-12,95.910004,99.489998,95.330002,99.480003
2016-08-19,99.900002,100.349998,93.260002,95.940002
2016-08-26,95.379997,99.529999,94.040001,98.550003
2016-09-03,98.000000,106.970001,98.000000,104.820000
2016-09-10,103.180000,104.529999,97.629997,101.470001
2016-09-17,100.500000,127.849998,98.379997,127.500000
2016-09-24,127.419998,129.289993,125.750000,126.570000
2016-09-31,126.849998,126.900002,121.620003,122.029999
2016-10-07,124.260002,125.809998,113.110001,114.779999
2016-10-14,114.750000,116.809998,110.680000,115.209999
2016-10-21,116.199997,119.459999,116.190002,117.410004
2016-10-28,117.050003,120.980003,113.949997,120.809998
2016-11-05,120.730003,126.349998,118.400002,122.879997
2016-11-12,122.839996,127.430000,122.300003,124.220001
2016-11-19,124.300003,127.739998,122.870003,125.589996
2016-11-26,126.239998,129.070007,123.599998,123.800003
